8.0,0.0,0.0,0.0,51.56722,-41.60204,41.37113,1.86488,4.76778,0.02392,-0.02959,-0.05838,0.04144,-0.00161,0.03802,-0.01642,-0.06968
8.0,0.0,25.0,25.0,51.55982,-41.61197,41.34833,1.86488,4.76778,-0.01451,0.00087,0.02712,-0.00364,-0.01032,-0.01024,0.01796,0.02065
8.0,0.0,50.0,50.0,51.56536,-41.62011,41.47626,1.86488,4.76778,0.0067,-0.00634,-0.00557,0.01119,0.00082,0.00919,0.00324,-0.01208
8.0,0.0,75.0,75.0,51.57159,-41.62587,41.6418,1.86488,4.76778,0.0101,-0.01948,-0.01189,-0.00889,-0.00539,0.02127,-0.01479,-0.00126
8.0,0.0,100.0,100.0,51.57441,-41.63454,41.55739,1.86488,4.76778,0.00333,0.00275,0.00224,0.00155,0.00432,0.00015,0.0027,0.00033
8.0,0.0,125.0,125.0,51.58376,-41.62977,41.49184,1.86488,4.76778,0.07644,0.05507,0.27195,0.24592,0.09374,0.00939,0.36663,-0.00404
8.0,0.0,150.0,150.0,51.83438,-41.40314,41.69604,1.86488,4.76778,0.4134,0.37622,0.15719,0.1365,0.55893,-0.00594,0.20817,0.00264
8.0,0.0,175.0,175.0,52.22822,-41.04745,41.88472,1.86488,4.76778,0.21395,0.18443,-0.42846,-0.39208,0.28241,0.00554,-0.58075,0.00585
8.0,0.0,200.0,200.0,52.26512,-41.01735,41.97103,1.86488,4.76778,-0.00701,-0.01268,-0.01197,-0.0111,-0.0137,0.00474,-0.01633,0.00025
8.0,0.0,225.0,225.0,52.26465,-41.01757,42.03464,1.86488,4.76778,0.00211,-0.00113,0.00589,-0.00374,0.00081,0.00225,0.00187,0.00672
8.0,0.0,250.0,250.0,52.26628,-41.01993,42.03137,1.86488,4.76778,-0.00768,-0.00659,-0.0207,-0.01007,-0.01012,-0.00025,-0.02212,-0.00638
8.0,0.0,275.0,275.0,52.25709,-41.02263,41.99612,1.86488,4.76778,0.00925,-0.00174,0.21562,0.14926,0.00571,0.00748,0.26011,0.03334
8.0,0.0,300.0,300.0,52.49023,-40.83216,42.26246,1.86488,4.76778,0.65574,0.58473,1.09373,1.15949,0.87854,0.00826,1.58923,-0.12255
8.0,0.0,325.0,325.0,53.75919,-39.50197,46.45961,1.86488,4.76778,1.88762,2.31774,0.8892,2.33428,2.98043,-0.2283,2.30463,-0.96343
8.0,0.0,350.0,350.0,55.88207,-35.93244,62.02083,1.86488,4.76778,2.09338,4.82094,0.11544,2.25507,5.23957,-0.41304,2.04566,-0.95602
8.0,0.0,375.0,375.0,58.24656,-30.18019,66.1833,1.86488,4.76778,2.95717,6.30111,1.32851,0.31843,6.95866,0.16088,0.82778,1.08679
8.0,0.0,400.0,400.0,61.90453,-24.0203,54.89238,1.86488,4.76778,4.39951,5.93492,1.5788,-0.37023,7.38542,0.18586,0.60512,1.5045
8.0,1.0,7.0,7.0,75.25882,-45.74838,137.33323,0.0,0.0,-0.925,0.82011,-0.16484,0.16,1.23598,-0.02387,0.22964,0.00593
8.0,1.0,32.0,32.0,74.29021,-44.86777,134.06655,0.0,0.0,-0.91758,0.9448,0.15114,0.15469,1.31705,-0.00221,0.00603,0.21619
8.0,1.0,57.0,57.0,73.45133,-43.8494,130.30077,0.0,0.0,-0.80143,1.04053,0.02932,-0.03051,1.31194,0.0618,-0.04224,0.00263
8.0,1.0,82.0,82.0,72.64303,-42.8498,129.11736,0.0,0.0,-0.80863,0.97854,0.02499,0.00081,1.26938,-0.01001,-0.01514,0.0199
8.0,1.0,107.0,107.0,71.84796,-41.86157,130.83966,0.0,0.0,-0.79196,0.99742,-0.02533,0.01447,1.27249,0.05311,0.02751,-0.0097
8.0,1.0,132.0,132.0,71.02208,-40.8652,135.3953,0.0,0.0,-0.89107,0.94093,-0.13163,-0.17841,1.29515,0.04419,-0.03157,-0.21946
8.0,1.0,157.0,157.0,70.06634,-40.03108,139.52389,0.0,0.0,-1.0231,0.75335,-0.04718,-0.11969,1.26727,-0.09107,-0.04181,-0.12167
8.0,1.0,182.0,182.0,69.07098,-39.32156,137.92998,0.0,0.0,-0.90208,0.71999,0.19561,0.18962,1.15206,-0.06995,-0.01816,0.27183
8.0,1.0,207.0,207.0,68.26156,-38.44323,130.35667,0.0,0.0,-0.73369,1.05171,0.13302,0.30129,1.27652,0.12194,0.14345,0.29646
